material_type,weight_g,moisture_pct,size_cm,is_contaminated,recyclable,recommended_bin
e-waste,118.11,93.04,5.15,0,0,hazardous
glass,136.48,83.69,7.1,1,1,recyclable
metal,184.14,99.55,17.73,0,1,recyclable
plastic,125.47,2.26,18.37,1,1,recyclable
glass,86.28,11.29,17.27,0,1,recyclable
glass,180.88,60.95,13.73,0,1,recyclable
plastic,70.94,82.06,17.46,0,1,recyclable
organic,22.04,28.52,11.71,1,0,organic
glass,192.36,23.92,15.11,1,1,recyclable
organic,188.51,78.7,10.98,1,0,organic
plastic,72.46,5.64,6.72,0,1,recyclable
organic,96.05,36.94,16.32,0,0,organic
paper,64.98,50.58,18.38,0,1,recyclable
metal,139.6,56.03,24.37,1,1,recyclable
glass,223.92,72.86,13.32,0,1,recyclable
e-waste,162.17,35.48,6.76,0,0,hazardous
metal,182.14,61.27,10.36,0,1,recyclable
organic,169.18,58.54,11.32,1,0,organic
glass,119.99,54.76,12.74,1,1,recyclable
organic,185.0,64.05,14.35,1,0,organic
paper,164.7,25.94,13.81,0,1,recyclable
plastic,206.37,8.46,15.89,0,1,recyclable
glass,92.43,11.93,12.99,0,1,recyclable
paper,15.71,22.46,1.0,0,1,recyclable
paper,182.72,50.02,13.14,1,1,recyclable
glass,140.99,84.04,12.43,0,1,recyclable
organic,102.24,70.13,14.75,0,0,organic
e-waste,105.59,78.9,10.19,0,0,hazardous
paper,273.28,35.1,13.12,0,1,recyclable
metal,81.47,40.47,14.78,1,1,recyclable
paper,68.8,39.37,11.2,0,1,recyclable
e-waste,125.12,19.19,15.38,0,0,hazardous
organic,190.83,6.12,12.35,0,0,organic
organic,256.7,59.09,12.78,0,0,organic
metal,159.44,98.92,1.0,0,1,recyclable
paper,43.78,16.68,6.28,0,1,recyclable
organic,238.25,4.67,6.29,0,0,organic
e-waste,118.83,77.95,13.08,0,0,hazardous
glass,69.74,25.26,18.36,0,1,recyclable
plastic,55.24,82.96,11.41,0,1,recyclable
plastic,170.18,70.39,16.24,0,1,recyclable
plastic,134.33,94.57,15.24,1,1,recyclable
paper,140.7,40.89,12.7,0,1,recyclable
metal,197.19,66.2,14.87,0,1,recyclable
organic,71.87,46.49,13.23,0,0,organic
glass,201.97,63.06,11.29,0,1,recyclable
e-waste,88.85,44.96,13.96,0,0,hazardous
glass,249.84,18.86,19.23,0,1,recyclable
e-waste,155.92,50.79,14.36,0,0,hazardous
paper,64.79,52.86,13.09,0,1,recyclable
plastic,5.0,81.06,7.61,0,1,recyclable
paper,168.54,73.55,19.08,1,1,recyclable
metal,97.55,66.38,4.96,0,1,recyclable
metal,110.67,11.34,3.47,1,1,recyclable
e-waste,165.97,72.06,13.86,0,0,hazardous
organic,180.62,50.03,7.6,0,0,organic
organic,193.42,89.41,17.45,0,0,organic
e-waste,49.51,91.99,3.58,0,0,hazardous
metal,205.55,5.52,16.81,0,1,recyclable
metal,85.26,82.06,16.1,0,1,recyclable
metal,5.0,3.77,12.59,0,1,recyclable
paper,49.29,36.72,1.5,0,1,recyclable
metal,133.08,54.23,3.38,0,1,recyclable
glass,61.27,14.81,13.2,1,1,recyclable
plastic,114.72,74.63,10.84,1,1,recyclable
metal,140.3,0.84,15.64,0,1,recyclable
e-waste,109.12,16.86,11.66,1,0,hazardous
plastic,90.34,58.08,11.22,1,1,recyclable
paper,44.96,71.44,1.0,0,1,recyclable
e-waste,121.32,91.66,16.11,0,0,hazardous
plastic,5.0,70.55,8.75,0,1,recyclable
e-waste,78.84,67.18,10.01,0,0,hazardous
paper,64.33,39.43,6.65,0,1,recyclable
glass,105.64,0.13,4.3,0,1,recyclable
paper,107.2,12.02,19.36,0,1,recyclable
paper,177.6,53.46,15.98,0,1,recyclable
e-waste,215.01,67.51,16.06,1,0,hazardous
organic,52.93,41.74,10.92,0,0,organic
metal,239.57,73.07,3.31,0,1,recyclable
metal,73.24,52.19,22.51,1,1,recyclable
glass,130.35,7.42,14.11,0,1,recyclable
glass,150.65,19.2,12.68,0,1,recyclable
metal,266.67,84.0,10.2,1,1,recyclable
organic,87.46,72.49,1.78,1,0,organic
metal,12.2,89.48,17.71,0,1,recyclable
organic,209.42,11.76,6.71,0,0,organic
glass,70.0,99.02,14.73,1,1,recyclable
plastic,98.3,20.94,15.85,0,1,recyclable
e-waste,52.94,1.18,13.67,0,0,hazardous
glass,98.48,99.74,14.35,0,1,recyclable
glass,69.58,28.11,18.73,0,1,recyclable
paper,160.59,66.8,8.04,0,1,recyclable
paper,124.85,17.67,12.82,0,1,recyclable
paper,79.14,58.02,10.87,1,1,recyclable
e-waste,179.75,90.4,2.8,0,0,hazardous
paper,135.3,32.02,13.43,0,1,recyclable
organic,9.24,67.03,18.26,0,0,organic
metal,175.18,18.79,18.88,1,1,recyclable
plastic,131.09,62.48,21.29,0,1,recyclable
glass,203.44,33.65,3.13,0,1,recyclable
organic,127.44,21.12,20.14,1,0,organic
plastic,72.5,31.32,12.92,0,1,recyclable
organic,107.74,17.88,20.0,0,0,organic
organic,168.24,90.19,10.03,1,0,organic
glass,73.76,39.72,9.35,1,1,recyclable
metal,93.58,24.53,5.92,0,1,recyclable
paper,106.7,44.84,15.88,1,1,recyclable
e-waste,51.04,32.05,14.57,0,0,hazardous
metal,74.62,74.44,6.41,0,1,recyclable
e-waste,130.35,97.12,1.18,1,0,hazardous
glass,192.15,43.8,14.08,1,1,recyclable
glass,139.03,86.1,14.65,0,1,recyclable
glass,117.25,56.59,7.07,0,1,recyclable
plastic,70.12,15.72,6.06,0,1,recyclable
e-waste,185.71,69.06,15.28,0,0,hazardous
metal,146.01,51.34,21.28,0,1,recyclable
metal,77.6,65.06,9.53,0,1,recyclable
organic,173.92,88.97,7.6,0,0,organic
organic,153.57,44.04,13.49,0,0,organic
organic,71.19,90.12,15.18,0,0,organic
glass,113.92,75.07,10.18,1,1,recyclable
metal,90.43,48.86,22.13,0,1,recyclable
e-waste,278.01,60.32,16.51,0,0,hazardous
glass,151.9,32.56,10.09,1,1,recyclable
plastic,131.21,98.36,4.04,0,1,recyclable
organic,148.36,66.74,18.6,0,0,organic
glass,202.75,4.38,17.96,0,1,recyclable
glass,115.0,32.66,10.49,0,1,recyclable
plastic,84.61,62.33,13.75,0,1,recyclable
paper,170.66,5.63,11.25,0,1,recyclable
metal,109.5,2.39,14.6,0,1,recyclable
e-waste,55.81,45.0,6.88,0,0,hazardous
paper,44.12,33.27,6.16,0,1,recyclable
organic,211.76,43.83,16.05,0,0,organic
glass,127.9,26.27,16.69,1,1,recyclable
plastic,84.63,16.47,9.55,0,1,recyclable
plastic,105.94,68.91,8.25,0,1,recyclable
metal,168.45,51.46,17.74,0,1,recyclable
paper,102.4,20.02,8.42,0,1,recyclable
metal,33.03,31.96,12.28,1,1,recyclable
glass,139.55,59.18,11.64,0,1,recyclable
metal,192.5,7.22,4.67,1,1,recyclable
e-waste,188.49,14.75,12.96,0,0,hazardous
plastic,86.44,7.32,12.47,1,1,recyclable
plastic,196.15,81.23,13.8,0,1,recyclable
organic,132.78,75.24,12.79,0,0,organic
organic,194.47,75.33,22.68,0,0,organic
glass,154.42,71.63,17.81,0,1,recyclable
e-waste,28.7,66.94,12.19,0,0,hazardous
paper,224.8,47.7,12.65,0,1,recyclable
metal,123.11,64.23,20.82,0,1,recyclable
glass,154.61,3.84,16.32,1,1,recyclable
organic,39.36,62.15,5.85,0,0,organic
metal,150.32,77.79,16.74,0,1,recyclable
organic,186.18,50.04,18.21,1,0,organic
metal,236.12,35.75,20.09,1,1,recyclable
paper,204.02,27.74,9.99,0,1,recyclable
glass,153.25,64.28,9.63,0,1,recyclable
metal,27.34,69.28,7.29,0,1,recyclable
e-waste,127.94,87.1,13.54,0,0,hazardous
plastic,84.45,34.23,15.66,0,1,recyclable
e-waste,134.1,76.98,9.43,1,0,hazardous
e-waste,47.02,56.14,11.29,0,0,hazardous
plastic,107.39,88.28,1.73,0,1,recyclable
e-waste,88.97,52.78,19.55,1,0,hazardous
metal,87.11,51.76,4.18,0,1,recyclable
metal,87.71,57.79,13.87,0,1,recyclable
metal,111.85,74.93,13.19,0,1,recyclable
plastic,137.17,96.47,12.23,0,1,recyclable
e-waste,5.0,7.36,12.34,0,0,hazardous
plastic,5.0,5.34,6.94,0,1,recyclable
metal,99.68,93.76,10.36,1,1,recyclable
e-waste,108.13,52.99,16.84,0,0,hazardous
e-waste,131.35,61.49,18.33,0,0,hazardous
organic,76.34,48.24,9.9,0,0,organic
organic,120.57,9.37,4.2,0,0,organic
paper,127.59,76.81,8.11,0,1,recyclable
glass,75.93,74.72,21.26,0,1,recyclable
organic,180.81,31.17,8.4,0,0,organic
plastic,130.62,30.62,11.51,0,1,recyclable
organic,152.82,83.78,19.08,0,0,organic
paper,124.13,7.24,9.37,0,1,recyclable
e-waste,246.22,88.11,11.17,0,0,hazardous
paper,155.78,25.67,15.97,0,1,recyclable
e-waste,90.72,59.3,20.56,0,0,hazardous
e-waste,169.26,93.6,8.77,0,0,hazardous
glass,21.74,67.81,18.96,1,1,recyclable
organic,127.18,41.44,10.59,0,0,organic
plastic,139.15,68.95,7.57,0,1,recyclable
plastic,127.86,34.4,13.25,0,1,recyclable
metal,99.97,27.73,6.21,0,1,recyclable
e-waste,59.26,99.67,14.36,0,0,hazardous
plastic,72.64,75.08,27.75,0,1,recyclable
glass,126.12,64.47,17.53,0,1,recyclable
e-waste,53.19,35.53,11.48,0,0,hazardous
glass,226.21,4.92,17.26,0,1,recyclable
plastic,5.0,3.11,7.34,1,1,recyclable
plastic,100.59,55.42,8.18,0,1,recyclable
metal,126.62,76.2,11.61,0,1,recyclable
plastic,150.45,53.74,12.44,1,1,recyclable
e-waste,65.04,84.08,5.53,1,0,hazardous
e-waste,188.06,3.34,10.47,0,0,hazardous
e-waste,36.37,36.68,11.28,0,0,hazardous
metal,86.03,23.71,19.71,0,1,recyclable
metal,157.24,44.73,5.53,1,1,recyclable
plastic,182.41,7.24,5.07,0,1,recyclable
paper,35.76,95.41,12.88,1,1,recyclable
paper,278.7,22.33,17.75,0,1,recyclable
metal,66.15,92.23,14.76,0,1,recyclable
plastic,41.27,42.59,13.51,1,1,recyclable
paper,150.16,98.55,10.56,0,1,recyclable
plastic,99.1,55.41,15.38,0,1,recyclable
plastic,90.24,93.08,16.13,0,1,recyclable
plastic,155.74,0.53,10.71,0,1,recyclable
organic,28.36,74.82,7.26,0,0,organic
e-waste,17.87,90.31,7.29,0,0,hazardous
plastic,84.15,13.97,16.39,0,1,recyclable
organic,184.67,9.61,4.28,0,0,organic
metal,86.76,42.46,20.39,0,1,recyclable
paper,215.95,93.37,9.72,1,1,recyclable
e-waste,192.06,54.24,13.55,0,0,hazardous
paper,136.98,52.75,15.51,0,1,recyclable
e-waste,140.38,14.11,8.58,0,0,hazardous
paper,136.92,0.08,9.7,0,1,recyclable
e-waste,129.58,81.01,12.66,1,0,hazardous
paper,98.03,8.76,7.73,1,1,recyclable
paper,104.99,63.38,6.66,0,1,recyclable
paper,55.8,91.46,7.11,0,1,recyclable
paper,5.0,20.87,18.05,1,1,recyclable
metal,186.24,66.53,13.99,1,1,recyclable
plastic,129.44,7.87,8.03,1,1,recyclable
glass,120.37,60.38,16.36,0,1,recyclable
organic,143.91,16.39,8.31,1,0,organic
glass,70.3,73.6,2.25,0,1,recyclable
glass,59.94,30.12,15.48,0,1,recyclable
e-waste,102.98,46.34,20.23,0,0,hazardous
plastic,202.09,59.94,14.79,0,1,recyclable
e-waste,49.88,17.13,2.56,0,0,hazardous
plastic,5.0,74.16,11.88,1,1,recyclable
plastic,88.72,30.26,10.63,0,1,recyclable
paper,188.56,66.24,13.89,0,1,recyclable
metal,16.05,15.83,7.76,0,1,recyclable
paper,49.18,68.81,10.33,0,1,recyclable
metal,135.81,12.82,4.9,0,1,recyclable
e-waste,274.19,42.54,13.11,1,0,hazardous
metal,38.51,24.72,5.09,0,1,recyclable
e-waste,36.18,74.84,14.19,0,0,hazardous
glass,140.32,26.2,8.25,0,1,recyclable
glass,192.28,88.17,1.0,1,1,recyclable
metal,82.55,89.18,15.97,0,1,recyclable
metal,22.72,19.64,14.47,0,1,recyclable
e-waste,146.02,61.38,18.76,0,0,hazardous
paper,156.89,8.77,1.55,0,1,recyclable
e-waste,226.72,39.15,8.73,1,0,hazardous
paper,159.42,71.33,12.66,0,1,recyclable
glass,169.68,65.94,14.86,0,1,recyclable
plastic,104.27,62.47,4.69,1,1,recyclable
metal,266.49,28.25,14.16,0,1,recyclable
paper,96.11,37.8,9.14,0,1,recyclable
e-waste,83.28,10.29,2.72,0,0,hazardous
glass,228.57,71.9,8.25,0,1,recyclable
paper,31.55,50.39,14.57,0,1,recyclable
e-waste,9.16,70.88,2.93,0,0,hazardous
metal,127.17,24.89,15.19,1,1,recyclable
metal,119.9,32.44,13.42,0,1,recyclable
organic,106.33,33.42,10.73,0,0,organic
plastic,179.64,2.57,3.82,0,1,recyclable
organic,65.51,34.1,4.23,0,0,organic
glass,123.85,80.33,10.01,0,1,recyclable
paper,98.39,89.73,6.38,0,1,recyclable
glass,66.53,51.82,10.33,0,1,recyclable
e-waste,116.29,45.55,16.53,0,0,hazardous
metal,171.16,3.08,10.63,0,1,recyclable
organic,247.23,87.92,10.5,0,0,organic
organic,154.77,1.3,10.5,0,0,organic
organic,5.0,94.48,17.07,0,0,organic
glass,117.71,48.92,18.47,0,1,recyclable
metal,122.99,34.19,14.11,0,1,recyclable
paper,176.17,92.42,12.68,0,1,recyclable
e-waste,131.09,2.44,13.15,1,0,hazardous
paper,195.19,58.14,19.14,0,1,recyclable
glass,143.5,54.89,14.38,1,1,recyclable
e-waste,213.53,21.93,19.61,0,0,hazardous
organic,93.68,42.89,9.9,0,0,organic
plastic,128.66,65.23,5.32,0,1,recyclable
glass,169.6,72.71,8.65,0,1,recyclable
glass,85.67,0.07,9.19,0,1,recyclable
metal,72.6,93.69,20.02,0,1,recyclable
paper,82.24,16.45,15.68,1,1,recyclable
glass,75.05,23.36,8.81,0,1,recyclable
glass,151.35,26.35,16.04,0,1,recyclable
organic,9.91,3.78,11.35,0,0,organic
organic,26.64,12.31,20.17,1,0,organic
e-waste,231.76,98.63,10.33,1,0,hazardous
plastic,76.49,31.52,4.31,0,1,recyclable
metal,132.0,11.53,11.07,0,1,recyclable
plastic,30.65,10.7,10.33,0,1,recyclable
e-waste,125.65,71.95,5.28,0,0,hazardous
organic,76.86,85.46,14.93,0,0,organic
paper,26.21,25.7,19.12,0,1,recyclable
organic,200.22,2.09,6.39,0,0,organic
metal,190.95,22.31,16.86,0,1,recyclable
organic,113.56,5.65,8.97,0,0,organic
metal,179.97,10.34,11.88,0,1,recyclable
metal,234.2,43.15,11.35,1,1,recyclable
metal,165.24,22.99,11.88,0,1,recyclable
e-waste,148.78,51.59,14.37,0,0,hazardous
metal,131.94,25.35,6.88,0,1,recyclable
metal,158.97,94.05,18.47,0,1,recyclable
paper,98.16,90.59,14.52,0,1,recyclable
plastic,103.4,56.68,16.18,0,1,recyclable
glass,147.05,35.44,8.1,0,1,recyclable
plastic,91.57,38.11,6.43,1,1,recyclable
metal,98.05,41.19,17.91,0,1,recyclable
paper,120.01,72.76,6.21,0,1,recyclable
organic,189.04,45.16,12.75,0,0,organic
paper,52.04,85.67,17.09,0,1,recyclable
metal,165.55,94.41,11.37,0,1,recyclable
paper,167.51,33.59,17.85,0,1,recyclable
paper,167.15,56.07,10.64,0,1,recyclable
metal,71.6,9.51,5.61,0,1,recyclable
e-waste,18.44,20.05,13.87,1,0,hazardous
paper,153.58,41.35,12.99,0,1,recyclable
glass,131.25,20.62,25.44,1,1,recyclable
glass,180.26,87.66,7.27,0,1,recyclable
paper,77.97,15.83,10.74,1,1,recyclable
e-waste,165.61,45.57,8.35,0,0,hazardous
organic,183.26,60.57,11.29,0,0,organic
metal,114.28,69.19,11.09,0,1,recyclable
glass,145.02,38.31,7.64,0,1,recyclable
organic,142.92,86.91,14.34,0,0,organic
paper,70.71,56.83,10.93,0,1,recyclable
organic,151.87,43.95,18.73,0,0,organic
plastic,217.35,6.72,8.76,1,1,recyclable
glass,121.33,46.47,21.31,0,1,recyclable
paper,32.34,82.07,13.38,0,1,recyclable
metal,78.77,61.45,18.36,0,1,recyclable
e-waste,13.23,83.22,12.58,1,0,hazardous
paper,197.42,49.4,8.1,0,1,recyclable
metal,165.85,11.85,10.68,0,1,recyclable
e-waste,89.92,1.36,5.07,0,0,hazardous
e-waste,34.92,30.32,11.44,0,0,hazardous
paper,70.0,69.8,12.86,0,1,recyclable
organic,81.7,79.03,12.23,0,0,organic
organic,126.56,29.58,18.65,0,0,organic
e-waste,124.55,49.57,11.25,0,0,hazardous
organic,200.49,42.11,2.53,0,0,organic
plastic,78.43,41.05,29.72,0,1,recyclable
e-waste,29.51,23.13,8.55,0,0,hazardous
e-waste,50.58,13.64,16.84,1,0,hazardous
metal,118.62,19.67,4.48,1,1,recyclable
organic,76.28,5.53,13.23,0,0,organic
e-waste,102.48,19.81,8.03,0,0,hazardous
plastic,92.76,0.92,1.0,0,1,recyclable
metal,179.41,62.73,10.59,0,1,recyclable
paper,84.78,31.64,11.75,0,1,recyclable
e-waste,97.36,97.31,10.91,0,0,hazardous
plastic,163.04,19.37,13.22,1,1,recyclable
glass,86.1,34.58,10.65,1,1,recyclable
plastic,145.39,35.78,12.35,0,1,recyclable
plastic,139.89,0.85,12.85,0,1,recyclable
metal,128.51,83.92,11.82,1,1,recyclable
paper,51.94,3.2,11.15,1,1,recyclable
glass,193.79,94.02,7.53,1,1,recyclable
organic,253.24,89.21,14.97,0,0,organic
organic,120.53,53.55,10.59,0,0,organic
plastic,57.22,54.36,10.18,0,1,recyclable
metal,121.75,65.38,14.56,0,1,recyclable
metal,179.39,38.71,13.06,0,1,recyclable
organic,83.09,64.72,8.51,0,0,organic
glass,112.27,4.48,18.25,1,1,recyclable
paper,140.44,5.4,6.05,1,1,recyclable
glass,192.18,45.72,6.84,0,1,recyclable
e-waste,166.53,54.96,15.34,1,0,hazardous
e-waste,169.01,88.78,20.76,0,0,hazardous
paper,94.42,10.47,9.11,1,1,recyclable
organic,144.12,82.26,14.06,0,0,organic
paper,76.68,21.0,6.04,0,1,recyclable
metal,170.73,39.41,7.36,0,1,recyclable
e-waste,189.07,31.66,17.66,0,0,hazardous
plastic,153.2,40.02,13.83,0,1,recyclable
plastic,97.96,15.05,17.82,0,1,recyclable
organic,107.78,50.36,17.43,1,0,organic
metal,228.39,80.16,1.55,0,1,recyclable
glass,98.96,44.15,6.02,0,1,recyclable
metal,183.0,49.06,13.37,0,1,recyclable
plastic,140.33,84.88,3.51,0,1,recyclable
plastic,99.95,70.61,6.73,0,1,recyclable
e-waste,39.32,49.05,19.13,0,0,hazardous
metal,132.7,25.77,9.29,0,1,recyclable
metal,125.47,88.49,15.55,0,1,recyclable
plastic,228.39,57.7,11.86,0,1,recyclable
glass,68.39,22.11,8.6,0,1,recyclable
organic,257.69,26.91,3.68,0,0,organic
organic,142.73,80.31,13.17,1,0,organic
metal,142.67,4.41,19.27,0,1,recyclable
organic,84.42,99.21,8.74,0,0,organic
plastic,138.88,13.04,12.34,1,1,recyclable
plastic,148.38,79.61,4.4,0,1,recyclable
metal,176.24,39.48,8.64,0,1,recyclable
metal,61.3,49.22,13.7,1,1,recyclable
e-waste,204.41,88.07,15.72,0,0,hazardous
metal,141.68,41.29,14.78,0,1,recyclable
glass,156.49,53.75,1.84,1,1,recyclable
organic,106.74,4.93,9.72,1,0,organic
metal,64.31,0.23,7.16,0,1,recyclable
paper,124.36,24.48,10.45,0,1,recyclable
e-waste,131.24,68.06,11.44,1,0,hazardous
paper,36.87,12.13,17.33,0,1,recyclable
plastic,167.6,11.38,13.48,0,1,recyclable
organic,179.79,41.1,19.09,0,0,organic
metal,76.22,64.78,8.5,0,1,recyclable
paper,58.64,71.21,4.91,1,1,recyclable
organic,101.82,17.85,19.28,1,0,organic
plastic,121.43,7.96,14.17,1,1,recyclable
glass,104.15,94.04,8.28,1,1,recyclable
e-waste,116.34,26.07,14.19,0,0,hazardous
organic,133.29,85.33,16.18,0,0,organic
organic,37.9,86.35,12.6,0,0,organic
glass,44.8,77.25,8.35,0,1,recyclable
organic,5.0,16.88,9.79,0,0,organic
plastic,176.55,82.18,13.45,0,1,recyclable
plastic,120.91,76.93,12.99,1,1,recyclable
glass,182.87,59.67,18.06,0,1,recyclable
e-waste,51.74,33.72,10.62,0,0,hazardous
metal,121.46,26.25,7.18,0,1,recyclable
paper,132.89,12.19,24.89,0,1,recyclable
metal,86.29,50.98,12.87,0,1,recyclable
organic,26.79,58.53,16.17,1,0,organic
paper,224.75,35.93,14.61,0,1,recyclable
glass,203.96,47.54,12.93,0,1,recyclable
glass,97.08,36.35,10.86,0,1,recyclable
e-waste,150.61,64.1,1.0,0,0,hazardous
paper,90.91,90.13,6.68,1,1,recyclable
plastic,60.28,16.39,13.65,1,1,recyclable
paper,229.64,38.14,1.0,1,1,recyclable
organic,20.68,14.09,12.36,0,0,organic
plastic,102.87,62.49,15.31,0,1,recyclable
glass,125.06,72.89,16.17,0,1,recyclable
paper,219.07,93.19,14.99,0,1,recyclable
metal,173.8,27.89,16.79,1,1,recyclable
e-waste,19.67,95.02,20.03,0,0,hazardous
metal,119.83,6.33,17.48,1,1,recyclable
e-waste,121.26,60.3,12.98,0,0,hazardous
organic,106.3,5.71,11.33,0,0,organic
metal,157.19,89.38,12.57,0,1,recyclable
paper,35.45,52.98,10.62,0,1,recyclable
paper,95.48,66.93,17.59,0,1,recyclable
metal,148.73,83.16,14.86,0,1,recyclable
paper,160.77,15.03,10.09,0,1,recyclable
organic,128.97,3.86,18.62,0,0,organic
plastic,102.7,87.89,10.54,0,1,recyclable
organic,112.8,31.49,7.27,0,0,organic
e-waste,164.42,12.9,11.95,0,0,hazardous
organic,122.03,46.85,7.88,0,0,organic
e-waste,57.49,59.83,16.68,0,0,hazardous
paper,45.99,3.1,7.77,0,1,recyclable
plastic,30.62,27.49,11.42,0,1,recyclable
paper,207.33,3.28,16.7,0,1,recyclable
glass,168.45,42.03,8.44,0,1,recyclable
paper,113.61,89.51,14.06,0,1,recyclable
e-waste,92.77,98.27,7.13,0,0,hazardous
paper,85.56,63.7,13.22,1,1,recyclable
paper,185.59,16.16,14.84,0,1,recyclable
plastic,234.27,90.58,11.79,0,1,recyclable
paper,83.68,51.62,12.17,1,1,recyclable
plastic,188.3,15.37,14.22,0,1,recyclable
metal,121.68,92.17,10.6,0,1,recyclable
glass,107.25,75.75,16.45,0,1,recyclable
plastic,210.25,73.17,18.86,0,1,recyclable
e-waste,119.39,70.92,7.37,0,0,hazardous
metal,137.78,20.03,20.84,0,1,recyclable
plastic,134.9,21.1,10.48,0,1,recyclable
plastic,22.46,68.83,21.97,0,1,recyclable
glass,137.3,21.97,10.55,0,1,recyclable
e-waste,86.24,43.87,15.54,0,0,hazardous
organic,34.73,78.2,15.51,0,0,organic
organic,88.97,78.4,10.06,0,0,organic
plastic,88.48,45.33,12.36,0,1,recyclable
paper,181.79,79.22,19.2,0,1,recyclable
e-waste,56.17,83.86,10.39,1,0,hazardous
metal,72.61,65.48,9.91,0,1,recyclable
paper,134.12,22.84,6.23,0,1,recyclable
paper,40.45,27.4,19.84,1,1,recyclable
e-waste,80.46,31.48,9.6,0,0,hazardous
plastic,20.13,11.68,18.0,0,1,recyclable
plastic,175.2,27.32,8.99,0,1,recyclable
plastic,101.92,20.95,17.84,0,1,recyclable
plastic,119.04,45.53,16.03,1,1,recyclable
organic,174.96,90.84,10.86,0,0,organic
plastic,76.66,10.45,8.33,0,1,recyclable
organic,101.28,72.03,8.73,0,0,organic
organic,56.62,68.73,8.67,1,0,organic
plastic,56.49,9.58,17.33,0,1,recyclable
glass,64.77,92.26,12.8,0,1,recyclable
metal,90.45,56.85,6.42,0,1,recyclable
paper,96.91,36.37,10.74,0,1,recyclable
organic,137.32,75.65,11.34,0,0,organic
e-waste,66.53,25.74,1.31,0,0,hazardous
e-waste,139.18,69.35,11.02,0,0,hazardous
metal,149.1,3.97,15.62,0,1,recyclable
e-waste,91.93,83.94,11.31,0,0,hazardous
glass,71.72,44.82,13.27,0,1,recyclable
e-waste,125.1,63.67,14.42,0,0,hazardous
paper,107.82,22.12,10.29,0,1,recyclable
paper,133.22,67.71,15.65,0,1,recyclable
organic,214.19,77.22,19.29,0,0,organic
plastic,124.12,47.32,4.38,0,1,recyclable
glass,81.65,61.77,10.28,0,1,recyclable
organic,66.55,45.63,23.65,0,0,organic
glass,68.87,89.41,12.85,1,1,recyclable
plastic,32.23,49.79,11.83,0,1,recyclable
e-waste,175.96,84.18,10.71,0,0,hazardous
e-waste,5.0,80.14,18.37,1,0,hazardous
plastic,149.29,41.05,7.31,0,1,recyclable
organic,67.92,23.01,16.63,0,0,organic
plastic,89.26,40.61,10.62,0,1,recyclable
metal,66.12,82.62,8.25,0,1,recyclable
paper,206.75,22.76,10.84,1,1,recyclable
organic,120.98,52.44,11.77,0,0,organic
glass,167.42,80.61,9.51,0,1,recyclable
metal,198.03,35.35,17.56,1,1,recyclable
organic,129.8,64.22,8.29,1,0,organic
plastic,48.26,24.56,12.7,0,1,recyclable
plastic,106.76,10.93,14.69,0,1,recyclable
plastic,75.47,79.44,12.65,0,1,recyclable
plastic,89.79,9.9,15.86,0,1,recyclable
glass,114.32,27.14,9.83,0,1,recyclable
metal,111.95,85.51,15.11,0,1,recyclable
e-waste,144.73,34.65,15.26,0,0,hazardous
paper,153.44,97.3,16.84,0,1,recyclable
glass,111.95,97.97,2.57,0,1,recyclable
glass,144.21,26.83,14.55,0,1,recyclable
e-waste,87.04,4.1,16.51,0,0,hazardous
e-waste,198.89,70.51,9.94,0,0,hazardous
paper,86.07,45.1,9.26,0,1,recyclable
paper,191.83,10.08,8.49,0,1,recyclable
e-waste,31.44,70.75,6.84,0,0,hazardous
plastic,97.18,3.12,15.33,1,1,recyclable
glass,100.14,87.02,23.41,0,1,recyclable
organic,136.74,13.87,9.22,0,0,organic
paper,171.71,12.73,9.67,0,1,recyclable
paper,45.04,17.57,12.08,0,1,recyclable
e-waste,53.52,96.03,3.99,0,0,hazardous
metal,35.89,69.32,8.52,0,1,recyclable
organic,199.21,80.14,11.72,0,0,organic
organic,137.86,39.76,7.53,0,0,organic
paper,54.94,33.63,17.99,0,1,recyclable
plastic,93.41,23.45,5.53,0,1,recyclable
metal,190.91,48.06,16.51,0,1,recyclable
organic,103.31,55.18,19.34,0,0,organic
paper,99.77,63.18,13.91,0,1,recyclable
organic,73.12,25.71,11.31,0,0,organic
metal,58.5,94.87,13.23,0,1,recyclable
metal,191.0,16.98,9.8,1,1,recyclable
glass,220.43,96.57,1.82,1,1,recyclable
e-waste,60.89,1.49,7.1,0,0,hazardous
e-waste,204.3,48.11,11.94,0,0,hazardous
paper,90.76,33.34,7.3,0,1,recyclable
metal,152.02,44.91,9.93,1,1,recyclable
glass,204.61,57.07,14.4,0,1,recyclable
glass,111.3,43.56,12.73,0,1,recyclable
organic,100.32,41.48,17.29,0,0,organic
organic,168.06,73.27,13.47,0,0,organic
glass,53.4,68.59,13.76,0,1,recyclable
organic,188.82,83.33,8.44,0,0,organic
metal,128.57,25.0,5.34,0,1,recyclable
plastic,85.33,60.95,9.94,0,1,recyclable
metal,83.75,58.52,8.36,1,1,recyclable
glass,36.99,36.97,11.17,0,1,recyclable
glass,87.83,48.61,6.67,1,1,recyclable
metal,104.16,31.38,16.21,0,1,recyclable
organic,56.32,14.18,8.35,0,0,organic
organic,117.27,21.38,10.18,0,0,organic
e-waste,148.38,10.55,11.9,0,0,hazardous
glass,107.19,68.31,17.62,0,1,recyclable
paper,159.76,66.07,20.79,0,1,recyclable
